epoch,train_loss,val_iou,val_dice,learning_rate,duration_sec
1,0.7256814952457243,0.5425681471824646,0.6928890943527222,0.0001,534.9719755649567
2,0.34815276638281945,0.5920448303222656,0.7364433407783508,0.0001,532.8995587825775
3,0.31543181501198536,0.6194776296615601,0.756635844707489,0.0001,528.8790621757507
4,0.2972797162022307,0.6324691772460938,0.7677997350692749,0.0001,530.5183098316193
5,0.28134683438749547,0.6525001525878906,0.7845723032951355,0.0001,546.7785704135895
6,0.27129169383467705,0.665505051612854,0.7945495843887329,0.0001,550.2556436061859
7,0.26114048038195287,0.6711911559104919,0.7987058758735657,0.0001,532.4586350917816
8,0.25452520609806134,0.6831189393997192,0.8078351020812988,0.0001,533.7761693000793
9,0.24945536836755736,0.6871259212493896,0.8109090924263,0.0001,533.0591061115265
10,0.24377745783941054,0.6934933662414551,0.8155601024627686,0.0001,530.8002328872681
11,0.2386427831882774,0.6984267234802246,0.8192226886749268,0.0001,531.0893044471741
12,0.23507151128496007,0.6993935108184814,0.8198726177215576,0.0001,532.2707450389862
13,0.2309132780588494,0.7070260643959045,0.8255992531776428,0.0001,532.7822525501251
14,0.22854544955937142,0.7102380394935608,0.8279621601104736,0.0001,532.7182192802429
15,0.22495289619842515,0.7139002680778503,0.8304880261421204,0.0001,524.5668413639069
16,0.22261258982374063,0.713172435760498,0.8298715353012085,0.0001,526.0776388645172
17,0.22000560560193055,0.7197983264923096,0.8347159028053284,0.0001,525.6396610736847
18,0.2185734406478764,0.7208468914031982,0.8354429006576538,0.0001,525.7140526771545
19,0.21640563122102233,0.7242649793624878,0.8379116058349609,0.0001,525.8143475055695
20,0.21438635107968762,0.7246278524398804,0.8380689024925232,0.0001,526.1991651058197
21,0.21185538437882548,0.7260760068893433,0.8390688896179199,0.0001,525.9238739013672
22,0.20983521721500778,0.7304821014404297,0.8421518206596375,0.0001,525.9358921051025
23,0.2088603367100936,0.7232894897460938,0.8374744653701782,0.0001,525.9988467693329
24,0.20793918956118954,0.7300679683685303,0.8419342041015625,0.0001,525.7971632480621
25,0.20599392451337226,0.7299475073814392,0.8418375253677368,0.0001,526.4500472545624
26,0.20445935281565197,0.7365030646324158,0.8464164733886719,0.0001,527.5943942070007
27,0.2032590392311924,0.7361261248588562,0.8460955619812012,0.0001,526.0081403255463
28,0.2022044462894058,0.7383744120597839,0.8476540446281433,0.0001,526.396627664566
29,0.20129103996685532,0.7396883368492126,0.8485381603240967,0.0001,526.1136429309845
30,0.20006985693057192,0.7406614422798157,0.8492304682731628,0.0001,526.1598641872406
31,0.19895800717931367,0.7415837645530701,0.8498926162719727,0.0001,525.9369843006134
32,0.1986913439847068,0.7405692934989929,0.8492275476455688,0.0001,525.634514093399
33,0.19720821301675595,0.7419140338897705,0.8501777052879333,0.0001,525.3426775932312
34,0.19617982214988322,0.742192268371582,0.8503999710083008,0.0001,525.3401410579681
35,0.19543956914784055,0.7442440390586853,0.851722002029419,0.0001,525.4547202587128
36,0.19512659868218935,0.7416751980781555,0.8498905897140503,0.0001,524.767742395401
37,0.1942520843538409,0.7485337853431702,0.8546121120452881,0.0001,525.6581225395203
38,0.19323008590776694,0.7474220991134644,0.8538457751274109,0.0001,525.6939895153046
39,0.19260394098008946,0.7489510774612427,0.8548808693885803,0.0001,525.5830328464508
40,0.19209505136677932,0.7492658495903015,0.8550786375999451,0.0001,525.4207136631012
41,0.19147718608066389,0.7504910230636597,0.855987548828125,0.0001,525.509672164917
42,0.19054670301521395,0.7498630881309509,0.8555248975753784,0.0001,525.6016850471497
43,0.1904723109397059,0.7519496083259583,0.856956958770752,0.0001,525.6450822353363
44,0.18933808917968664,0.7523206472396851,0.8572261929512024,0.0001,525.5962598323822
45,0.1889313410693734,0.753004789352417,0.8576805591583252,0.0001,525.9198377132416
46,0.18827150427717868,0.7523623108863831,0.857182502746582,0.0001,525.6841640472412
47,0.18742166243606576,0.7547155022621155,0.858790934085846,0.0001,525.373813867569
48,0.18649902582307679,0.7532435059547424,0.8577706813812256,0.0001,525.4902329444885
